STRUCTURE_NAME,REF_AREA,Reference area,Frequency of observation,Measure,UNIT_MEASURE,Unit of measure,Age,SEX,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,239.4
Potential years of life lost,LVA,Latvia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,290.3
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,208.6
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,178.6
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,202.2
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,209.8
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,198.7
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,216.5
Potential years of life lost,COL,Colombia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,201.6
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,124
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,110.3
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,119
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,97.9
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,110.9
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2022,114.5
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,123.5
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,118.5
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,147.5
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,143.1
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,129.2
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,144.6
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,128.9
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,127
Potential years of life lost,CHE,Switzerland,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,122.8
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,150.1
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2017,160.7
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2018,163.3
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,168
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,174
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2021,172.9
Potential years of life lost,BGR,Bulgaria,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2015,206.1
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2017,106.8
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2018,104.7
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2019,110.7
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2020,111.1
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2021,81.3
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2015,118.9
Potential years of life lost,CZE,Czechia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Diseases of the nervous system,2016,118.6
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,124.7
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,123.4
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2021,111.1
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2022,135.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,121.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,122.9
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,131.2
Potential years of life lost,SWE,Sweden,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,127.7
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,3603.7
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,3565.9
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3479.7
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,3405.7
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,3453.1
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2022,3616.1
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3661.2
Potential years of life lost,AUS,Australia,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,3730.2
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,2193.4
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,2178.7
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,2101.5
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2111.7
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,2090.6
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,2061.7
Potential years of life lost,JPN,Japan,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,2074.8
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2015,155.3
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2016,143.7
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,4642
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,5103.7
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2022,4542.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,5120.1
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,4892.2
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,4556.5
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,4474.4
Potential years of life lost,LTU,Lithuania,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,4313.9
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2017,153.9
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2018,160.2
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2019,141.1
Potential years of life lost,BEL,Belgium,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Diseases of the nervous system,2020,136.6
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2019,237.6
Potential years of life lost,BRA,Brazil,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2020,218
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,2654.5
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,2664.7
Potential years of life lost,PRT,Portugal,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,2682.5
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2018,3852.8
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2019,3650.5
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2020,3623.7
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2021,3213.8
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2015,4033.3
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2016,4041.8
Potential years of life lost,DNK,Denmark,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,_T,Total,Total,2017,3847.6
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2020,3363.8
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2015,3246.6
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2016,3290.4
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2017,3222.1
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2021,3450.1
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2022,3550.9
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2018,3281.1
Potential years of life lost,CAN,Canada,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,F,Female,Total,2019,3135
Potential years of life lost,TUR,TÃ¼rkiye,Annual,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,75 years,M,Male,Diseases of the nervous system,2016,217.8
